gen	nfe	initnfe	lsnfe	rmnfe	bmnfe	successes
5.492000000000001	14986.263999999997	72.04	7204.0	389.57200000000006	7320.651999999999	10.0
1.1488846765450393	3203.298856663861	15.735259769066413	1573.5259769066413	36.690320467393036	1630.476836786098	0.0
