pop	gen	nfe	initnfe	lsnfe	rmnfe	bmnfe	successes
20	31.125	11091.0	20.0	2000.0	7019.125	2051.875	8
25	22.5	11431.25	24.0	2400.0	6485.75	2521.5	8
26	21.0	11870.3	26.0	2600.0	6464.1	2780.2	10
27	21.6	12138.8	26.0	2600.0	6703.3	2809.5	10
28	16.0	10892.9	28.0	2800.0	5445.4	2619.5	10
29	16.0	10892.9	28.0	2800.0	5445.4	2619.5	10
30	15.1	11442.2	30.0	3000.0	5520.8	2891.4	10
31	16.5	12103.2	30.0	3000.0	5946.4	3126.8	10
32	13.4	11244.0	32.0	3200.0	5119.8	2892.2	10
33	13.4	11244.0	32.0	3200.0	5119.8	2892.2	10
34	12.4	11557.2	34.0	3400.0	5124.5	2998.7	10
35	12.7	11678.5	34.0	3400.0	5114.6	3129.9	10
40	10.4	12962.5	40.0	4000.0	5231.1	3691.4	10
45	8.3	12582.9	44.0	4400.0	4436.9	3702.0	10
50	6.2	12530.6	50.0	5000.0	3692.4	3788.2	10
55	5.3	12610.9	54.0	5400.0	3405.4	3751.5	10
60	5.0	13683.0	60.0	6000.0	3353.7	4269.3	10
65	4.3	14187.2	64.0	6400.0	3321.9	4401.3	10
70	4.2	15736.3	70.0	7000.0	3438.8	5227.5	10
100	2.2	18191.2	100.0	10000.0	2243.6	5847.6	10
130	1.8	22714.1	130.0	13000.0	2181.5	7402.6	10
