pop	gen	nfe	initnfe	lsnfe	rmnfe	bmnfe	successes
20	72.66666666666667	24016.333333333332	20.0	2000.0	16483.333333333332	5513.0	3
26	93.6	40281.4	26.0	2600.0	26154.9	11500.5	10
27	101.5	43148.0	26.0	2600.0	27958.5	12563.5	2
28	102.5	46920.25	28.0	2800.0	29619.0	14473.25	4
29	97.0	45335.6	28.0	2800.0	28148.6	14359.0	5
30	82.9	43932.5	30.0	3000.0	27244.9	13657.6	10
31	68.0	36345.4	30.0	3000.0	21621.1	11694.3	10
32	83.9	48723.0	32.0	3200.0	29580.6	15910.4	10
33	56.666666666666664	32835.0	32.0	3200.0	18047.333333333332	11555.666666666666	3
34	93.5	57300.4	34.0	3400.0	34613.8	19252.6	10
35	86.5	52325.166666666664	34.0	3400.0	30630.333333333332	18260.833333333332	6
40	73.0	56476.6	40.0	4000.0	30455.1	21981.5	10
45	53.5	48482.9	44.0	4400.0	23511.5	20527.4	10
50	46.7	51563.8	50.0	5000.0	23380.7	23133.1	10
55	44.9	57158.5	54.0	5400.0	24717.0	26987.5	10
60	37.3	56095.1	60.0	6000.0	22125.5	27909.6	10
65	44.1	71934.9	64.0	6400.0	29602.4	35868.5	10
70	32.6	64056.0	70.0	7000.0	23325.1	33660.9	10
100	20.9	77294.4	100.0	10000.0	22071.9	45122.5	10
130	15.0	91821.7	130.0	13000.0	21777.5	56914.2	10
