pop	gen	nfe	initnfe	lsnfe	rmnfe	bmnfe	successes
10	33.0	3212.0	10.0	1000.0	1541.0	661.0	2
20	88.71428571428571	15678.714285714286	20.0	2000.0	7338.285714285715	6320.428571428572	7
25	94.5	20479.5	24.0	2400.0	8552.666666666666	9502.833333333334	6
26	76.2	19041.1	26.0	2600.0	7219.2	9195.9	10
27	76.5	19099.4	26.0	2600.0	7215.2	9258.2	10
28	78.4	21567.5	28.0	2800.0	7944.3	10795.2	10
29	77.7	21710.2	28.0	2800.0	8098.8	10783.4	10
30	64.6	19940.0	30.0	3000.0	7018.2	9891.8	10
31	53.4	17430.5	30.0	3000.0	5567.6	8832.9	10
32	61.9	21223.3	32.0	3200.0	6811.4	11179.9	10
33	53.6	18857.1	32.0	3200.0	5836.4	9788.7	10
34	59.5	22635.4	34.0	3400.0	6633.8	12567.6	10
35	61.7	23247.4	34.0	3400.0	7174.4	12639.0	10
40	50.0	25047.9	40.0	4000.0	6568.6	14439.3	10
45	45.1	26664.5	44.0	4400.0	6277.0	15943.5	10
50	44.8	31802.3	50.0	5000.0	6987.2	19765.1	10
55	42.2	33978.7	54.0	5400.0	7043.1	21481.6	10
60	34.2	34304.5	60.0	6000.0	6340.7	21903.8	10
65	32.6	37396.7	64.0	6400.0	6700.1	24232.6	10
70	26.3	35638.4	70.0	7000.0	5741.9	22826.5	10
100	16.9	45232.4	100.0	10000.0	5206.9	29925.5	10
