pop	gen	nfe	initnfe	lsnfe	rmnfe	bmnfe	successes
25	17.333333333333332	18099.333333333332	24.0	2400.0	12310.333333333334	3365.0	3
35	8.833333333333334	14758.833333333334	34.0	3400.0	7165.5	4159.333333333333	6
40	6.9	15949.6	40.0	4000.0	7320.3	4589.3	10
45	6.5	18333.5	44.0	4400.0	8680.0	5209.5	2
50	4.4	14800.0	50.0	5000.0	4619.4	5130.6	5
51	4.3	14148.0	50.0	5000.0	4226.6	4871.4	10
52	4.75	16413.5	52.0	5200.0	5728.0	5433.5	4
53	4.75	16413.5	52.0	5200.0	5728.0	5433.5	4
54	4.0	16229.6	54.0	5400.0	5656.5	5119.1	10
55	4.2	15918.5	54.0	5400.0	4943.6	5520.9	10
56	4.2	17184.6	56.0	5600.0	5562.7	5965.9	10
57	4.2	17175.0	56.0	5600.0	5570.5	5948.5	10
58	3.5	15545.6	58.0	5800.0	4251.0	5436.6	10
59	3.5	15545.6	58.0	5800.0	4251.0	5436.6	10
60	3.7	16406.4	60.0	6000.0	4613.7	5732.7	10
65	3.1	16122.9	64.0	6400.0	3847.2	5811.7	10
70	3.0	18071.3	70.0	7000.0	3988.9	7012.4	10
100	2.0	20630.5	100.0	10000.0	2602.3	7928.2	10
130	1.8	27567.4	130.0	13000.0	3647.7	10789.7	10
