pop	gen	nfe	initnfe	lsnfe	rmnfe	bmnfe	successes
24	3.0	675.0	24.0	480.0	127.0	44.0	6
25	3.0	675.0	24.0	480.0	127.0	44.0	10
28	1.0	686.0	28.0	560.0	47.0	51.0	5
29	1.0	686.0	28.0	560.0	47.0	51.0	5
35	1.0	799.0	34.0	680.0	23.0	62.0	10
40	1.0	944.4	40.0	800.0	32.2	72.2	10
45	1.0	1041.0	44.0	880.0	35.0	82.0	10
50	1.0	1229.0	50.0	1000.0	87.0	92.0	10
55	1.0	1310.0	54.0	1080.0	90.0	86.0	10
60	2.0	1641.0	60.0	1200.0	271.0	110.0	10
65	1.0	1542.0	64.0	1280.0	79.0	119.0	10
70	1.0	1670.2	70.0	1400.0	84.0	116.2	10
100	1.0	2329.5	100.0	2000.0	101.0	128.5	10
