gen	nfe	initnfe	lsnfe	rmnfe	bmnfe	successes
99.99	1691979.67	260.6	39090.0	736282.8700000001	916346.2	10.0
18.988883590142944	176369.07787840278	37.35505320569093	5603.257980853639	62050.986790874646	173830.07002652448	0.0
