pop	gen	nfe	initnfe	lsnfe	rmnfe	bmnfe	successes
40	68.0	51334.0	40.0	4000.0	26410.0	20884.0	1
70	90.0	161196.0	70.0	7000.0	81640.5	72485.5	2
100	77.0	243841.9	100.0	10000.0	105095.9	128646.0	10
105	54.0	193341.0	104.0	10400.0	79432.0	103405.0	1
110	37.57142857142857	146716.14285714287	110.0	11000.0	50859.142857142855	84747.0	7
115	74.7	296003.2	114.0	11400.0	129614.7	154874.5	10
120	44.8	197303.0	120.0	12000.0	70828.2	114354.8	10
125	40.1	189076.7	124.0	12400.0	63417.5	113135.2	10
126	56.3	261888.0	126.0	12600.0	96699.6	152462.4	10
127	32.6	161828.6	126.0	12600.0	50451.5	98651.1	10
128	47.4	234459.1	128.0	12800.0	83752.4	137778.7	10
129	12.0	73849.66666666667	128.0	12800.0	16790.0	44131.666666666664	3
130	35.9	184802.1	130.0	13000.0	61902.9	109769.2	10
131	35.8	185456.0	130.0	13000.0	61409.8	110916.2	10
132	24.9	139315.3	132.0	13200.0	38922.4	87060.9	10
133	36.0	190233.4	132.0	13200.0	63160.2	113741.2	10
134	35.1	190603.0	134.0	13400.0	60676.9	116392.1	10
135	49.4	258988.0	134.0	13400.0	92094.9	153359.1	10
140	39.8	228389.7	140.0	14000.0	73473.4	140776.3	10
145	26.0	168904.0	144.0	14400.0	47831.333333333336	106528.66666666667	3
150	63.5	392761.0	150.0	15000.0	144511.5	233099.5	2
155	45.2	299537.1	154.0	15400.0	102140.3	181842.8	10
