gen nfe  initnfe   lsnfe  rmnfe bmnfe    successes
5.946000000000001   14236.376000000004 67.6,6760.0  416.0219999999999 6992.754 10.0
1.6416101851535887  2985.7948084595496    14.438836518224036  1443.8836518224036    45.59847493063776   1543.5010250997568 0.0
