gen	nfe	initnfe	lsnfe	rmnfe	bmnfe	successes
1.72	225601.90800000005	358.04	107412.0	855.012	116976.856	10.0
0.322490309931942	36685.95307671774	60.004653152901405	18001.39594587042	57.3497711939638	18677.498386241772	0.0
