gen	nfe	initnfe	lsnfe	rmnfe	bmnfe	successes
9.931000000000001	168113.79799999998	94.94	37976.0	54162.404	75880.454	10.0
5.929025130660182	93463.65969407573	60.81345574788527	24325.38229915411	31574.317779429286	53956.05514992626	0.0
