pop	gen	nfe	initnfe	lsnfe	rmnfe	bmnfe	successes
20	48.0	16029.5	20.0	2000.0	10082.5	3927.0	2
25	100.0	39032.75	24.0	2400.0	25284.25	11324.5	4
30	81.0	40924.0	30.0	3000.0	23093.0	14801.0	1
31	43.8	23351.4	30.0	3000.0	11530.0	8791.4	5
32	65.6	36675.2	32.0	3200.0	19018.3	14424.9	10
33	68.1	38068.2	32.0	3200.0	19934.2	14902.0	10
34	52.8	33548.3	34.0	3400.0	16469.9	13644.4	10
35	45.7	29673.0	34.0	3400.0	14138.5	12100.5	10
36	55.9	37329.8	36.0	3600.0	17943.7	15750.1	10
37	51.8	34927.6	36.0	3600.0	16459.2	14832.4	10
38	45.2	33326.6	38.0	3800.0	15089.0	14399.6	10
39	45.2	33326.6	38.0	3800.0	15089.0	14399.6	10
40	62.7	47513.0	40.0	4000.0	22786.4	20686.6	10
45	58.5	54467.2	44.0	4400.0	25085.4	24937.8	10
50	47.5	53179.1	50.0	5000.0	22095.7	26033.4	10
55	36.2	47344.7	54.0	5400.0	17553.0	24337.7	10
60	32.4	50947.5	60.0	6000.0	17471.8	27415.7	10
65	35.2	60470.7	64.0	6400.0	20485.1	33521.6	10
70	27.1	55737.2	70.0	7000.0	17021.4	31645.8	10
100	19.0	72986.8	100.0	10000.0	17398.8	45488.0	10
130	13.8	85986.9	130.0	13000.0	17372.8	55484.1	10
