pop	gen	nfe	initnfe	lsnfe	rmnfe	bmnfe	successes
10	13.0	2312.0	10.0	1000.0	1066.0	236.0	1
40	60.285714285714285	33999.28571428572	40.0	4000.0	13547.42857142857	16411.85714285714	7
41	95.0	51154.0	40.0	4000.0	22865.0	24249.0	7
42	92.7	53547.3	42.0	4200.0	22923.2	26382.1	10
43	90.1	51891.3	42.0	4200.0	22239.0	25410.3	10
44	57.8	37746.5	44.0	4400.0	14391.3	18911.2	10
45	64.4	41100.6	44.0	4400.0	16682.4	19974.2	10
46	74.0	50221.9	46.0	4600.0	19952.8	25623.1	10
47	74.0	50221.9	46.0	4600.0	19952.8	25623.1	10
48	72.4	52657.7	48.0	4800.0	20273.8	27535.9	10
49	66.8	49089.9	48.0	4800.0	18401.9	25840.0	10
50	58.3	46895.1	50.0	5000.0	16592.8	25252.3	10
55	68.8	60868.3	54.0	5400.0	21975.7	33438.6	10
60	53.2	56825.4	60.0	6000.0	18435.1	32330.3	10
65	47.5	57160.0	64.0	6400.0	17520.9	33175.1	10
70	37.7	53493.1	70.0	7000.0	14967.6	31455.5	10
75	42.3	64435.6	74.0	7400.0	18146.9	38814.7	10
80	40.0	70467.4	80.0	8000.0	18813.6	43573.8	10
85	36.5	70205.9	84.0	8400.0	18007.6	43714.3	10
90	33.7	71870.4	90.0	9000.0	17531.2	45249.2	10
95	29.6	69386.6	94.0	9400.0	16039.7	43852.9	10
100	29.3	76629.0	100.0	10000.0	17311.9	49217.1	10
