pop	gen	nfe	initnfe	lsnfe	rmnfe	bmnfe	successes
20	25.0	17364.666666666668	20.0	2000.0	12224.666666666666	3120.0	3
25	15.6	15082.2	24.0	2400.0	9425.0	3233.2	10
30	10.0	14397.4	30.0	3000.0	7806.9	3560.5	10
35	9.4	16038.8	34.0	3400.0	7960.4	4644.4	5
40	6.3	13495.7	40.0	4000.0	4992.9	4462.8	10
41	5.6	12648.8	40.0	4000.0	4662.0	3946.8	10
42	6.2	14569.3	42.0	4200.0	5433.6	4893.7	10
43	6.2	14569.3	42.0	4200.0	5433.6	4893.7	10
44	4.7	12183.0	44.0	4400.0	3622.9	4116.1	10
45	4.9	12469.7	44.0	4400.0	3777.5	4248.2	10
46	4.9	13464.5	46.0	4600.0	3925.7	4892.8	10
47	4.9	13692.7	46.0	4600.0	4162.7	4884.0	10
48	4.8	14800.2	48.0	4800.0	4767.0	5185.2	10
49	4.8	14700.3	48.0	4800.0	4719.5	5132.8	10
50	4.1	13389.7	50.0	5000.0	3453.1	4886.6	10
55	3.6	14835.1	54.0	5400.0	4114.0	5267.1	10
60	3.0	14041.0	60.0	6000.0	2901.5	5079.5	10
65	3.0	16135.5	64.0	6400.0	3544.9	6126.6	10
70	2.6	15935.9	70.0	7000.0	2777.6	6088.3	10
100	1.9	20130.8	100.0	10000.0	2359.7	7671.1	10
130	1.3	23404.2	130.0	13000.0	1817.4	8456.8	10
