pop	gen	nfe	initnfe	lsnfe	rmnfe	bmnfe	successes
40	5.5	11985.125	40.0	4000.0	4220.0	3725.125	8
45	6.1	16001.0	44.0	4400.0	6604.1	4952.9	10
46	5.2	13338.4	46.0	4600.0	4264.8	4427.6	10
47	5.3	13511.7	46.0	4600.0	4315.1	4550.6	10
48	5.2	13858.0	48.0	4800.0	4406.2	4603.8	10
49	5.2	13858.0	48.0	4800.0	4406.2	4603.8	10
50	4.5	14725.2	50.0	5000.0	4630.4	5044.8	10
51	4.2	14445.7	50.0	5000.0	4343.0	5052.7	10
52	4.5	16141.6	52.0	5200.0	5556.9	5332.7	10
53	4.5	16141.6	52.0	5200.0	5556.9	5332.7	10
54	5.4	20122.0	54.0	5400.0	8960.0	5708.0	10
55	4.1	14838.3	54.0	5400.0	4213.9	5170.4	10
60	3.5	15499.3	60.0	6000.0	3473.2	5966.1	10
65	3.0	15742.2	64.0	6400.0	3365.6	5912.6	10
70	2.9	17543.3	70.0	7000.0	3578.4	6894.9	10
75	2.3	16482.0	74.0	7400.0	3099.3	5908.7	10
80	2.1	16454.0	80.0	8000.0	2479.9	5894.1	10
85	2.8	21716.1	84.0	8400.0	4787.3	8444.8	10
90	2.3	20442.5	90.0	9000.0	3362.1	7990.4	10
95	2.1	19871.1	94.0	9400.0	2994.3	7382.8	10
100	1.9	21249.4	100.0	10000.0	2945.0	8204.4	10
130	1.9	27517.5	130.0	13000.0	3624.3	10763.2	10
