pop	gen	nfe	initnfe	lsnfe	rmnfe	bmnfe	successes
20	22.5	10433.4	20.0	2000.0	5581.1	2832.3	10
21	29.0	14052.3	20.0	2000.0	8494.6	3537.7	10
22	20.9	11098.6	22.0	2200.0	5553.1	3323.5	10
23	19.9	10560.8	22.0	2200.0	5129.9	3208.9	10
24	21.1	12560.9	24.0	2400.0	6240.9	3896.0	10
25	16.9	9584.6	24.0	2400.0	3946.8	3213.8	10
26	16.4	11123.3	26.0	2600.0	4858.0	3639.3	10
27	16.6	11144.8	26.0	2600.0	4833.3	3685.5	10
28	14.1	11555.7	28.0	2800.0	4810.5	3917.2	10
29	14.1	11555.7	28.0	2800.0	4810.5	3917.2	10
30	13.1	11365.8	30.0	3000.0	4162.4	4173.4	10
35	11.2	11969.3	34.0	3400.0	3961.4	4573.9	10
40	7.8	11659.6	40.0	4000.0	3085.1	4534.5	10
45	8.5	14427.3	44.0	4400.0	4128.9	5854.4	10
50	5.4	12789.1	50.0	5000.0	2495.0	5244.1	10
55	5.1	13887.2	54.0	5400.0	2704.8	5728.4	10
60	4.5	14925.9	60.0	6000.0	2526.3	6339.6	10
65	4.1	15535.5	64.0	6400.0	2563.6	6507.9	10
70	3.6	16249.6	70.0	7000.0	2340.4	6839.2	10
100	2.3	20484.9	100.0	10000.0	1943.1	8441.8	10
130	1.4	22722.4	130.0	13000.0	1285.7	8306.7	10
