gen	nfe	initnfe	lsnfe	rmnfe	bmnfe	successes
3.38	16278.190000000002	124.4	12440.0	424.16	3289.63	10.0
1.5236797563792728	2341.186017150282	17.861690849412884	1786.1690849412885	117.82144287013294	628.0634777631955	0.0
