pop	gen	nfe	initnfe	lsnfe	rmnfe	bmnfe	successes
15	62.0	10625.0	14.0	1400.0	6692.0	2519.0	1
20	25.5	10454.0	20.0	2000.0	5867.8	2566.2	10
21	24.7	9719.5	20.0	2000.0	5228.6	2470.9	10
22	23.4	10963.5	22.0	2200.0	5845.6	2895.9	10
23	22.6	10661.7	22.0	2200.0	5635.7	2804.0	10
24	20.3	9274.7	24.0	2400.0	3726.4	3124.3	10
25	21.5	9630.1	24.0	2400.0	4043.7	3162.4	10
26	19.8	10463.0	26.0	2600.0	4408.9	3428.1	10
27	19.8	10463.0	26.0	2600.0	4408.9	3428.1	10
28	15.9	9497.0	28.0	2800.0	3370.0	3299.0	10
29	15.9	9497.0	28.0	2800.0	3370.0	3299.0	10
30	14.3	9981.5	30.0	3000.0	3506.5	3445.0	10
35	10.9	9802.9	34.0	3400.0	2892.9	3476.0	10
40	8.9	10876.1	40.0	4000.0	2706.8	4129.3	10
45	7.5	11255.5	44.0	4400.0	2453.1	4358.4	10
50	5.8	11826.9	50.0	5000.0	2361.2	4415.7	10
55	4.4	11514.7	54.0	5400.0	1644.4	4416.3	10
60	4.3	12903.0	60.0	6000.0	1749.6	5093.4	10
65	3.3	12515.8	64.0	6400.0	1435.9	4615.9	10
70	2.8	13301.0	70.0	7000.0	1113.8	5117.2	10
100	1.4	15476.6	100.0	10000.0	589.4	4787.2	10
130	1.2	21883.0	130.0	13000.0	763.9	7989.1	10
