gen	nfe	initnfe	lsnfe	rmnfe	bmnfe	successes
9.343	14680.607999999998	45.74	4574.0	4502.91	5557.9580000000005	10.0
4.605893073009837	6212.505455863681	32.073234947538424	3207.323494753842	1083.8809869630522	3106.0464775073797	0.0
