gen	nfe	initnfe	lsnfe	rmnfe	bmnfe	successes
1.0	174.26	41.07	127.95	2.18	3.06	10.0
0.0	131.68376665329708	35.812345636665576	116.54387371286404	2.4842705166708394	4.226393261399133	0.0
